出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"109/03/07","108","1","2454","聯發科","253504445.00","165228809.00","418733254.00","121518190.00","9911762.00","131429952.00","15936758.00","85572695.00","152703909.00","31737450.00","-55970.00","285894842.00","--","--","1408460.00","287303302.00","--","0.00","7794085.00","180.28"
"109/03/07","108","1","2455","全新","1474160.00","2653247.00","4127407.00","951395.00","305667.00","1257062.00","1849059.00","109144.00","912142.00","0.00","0.00","--","--","--","--","2870345.00","0.00","0.00","0.00","15.52"
"109/03/07","108","1","2456","奇力新","17738269.00","22880451.00","40618720.00","11412564.00","4024143.00","15436707.00","2432385.00","17336254.00","5466348.00","-128455.00","--","25106532.00","--","--","75481.00","25182013.00","--","62800.00","0.00","103.22"
"109/03/07","108","1","2457","飛宏","6074085.00","3362470.00","9436555.00","2962000.00","1367172.00","4329172.00","3376884.00","1044017.00","955869.00","-259776.00","--","5116994.00","--","--","-9611.00","5107383.00","--","0.00","0.00","15.15"
"109/03/07","108","1","2458","義隆","7676097.00","2681001.00","10357098.00","2762873.00","576947.00","3339820.00","3038804.00","444033.00","3400768.00","222261.00","-33328.00","7072538.00","0.00","--","-55260.00","7017278.00","--","0.00","12438199.00","24.27"
"109/03/07","108","1","2459","敦吉","5999555.00","2412253.00","8411808.00","2676244.00","805689.00","3481933.00","1059006.00","658836.00","2776363.00","116649.00","0.00","4610854.00","--","--","319021.00","4929875.00","--","0.00","0.00","43.54"
"109/03/07","108","1","2460","建通","3796734.00","2136319.00","5933053.00","2564920.00","777417.00","3342337.00","1692000.00","271315.00","590020.00","37381.00","--","2590716.00","--","--","--","2590716.00","--","0.00","0.00","15.31"
"109/03/07","108","1","2461","光群雷","4285575.00","2566350.00","6851925.00","2256742.00","1148924.00","3405666.00","1593246.00","530284.00","864491.00","-136396.00","-110540.00","2741085.00","--","--","705174.00","3446259.00","--","0.00","8000000.00","18.11"
"109/03/07","108","1","2462","良得電","3188300.00","1690442.00","4878742.00","1848793.00","441022.00","2289815.00","1424846.00","272213.00","1018596.00","-126728.00","--","2588927.00","--","--","--","2588927.00","0.00","0.00","0.00","18.17"
"109/03/07","108","1","2464","盟立","10660148.00","2931495.00","13591643.00","8682964.00","544641.00","9227605.00","1955312.00","262505.00","2217421.00","-71536.00","--","4363702.00","--","--","336.00","4364038.00","0.00","0.00","0.00","22.32"
"109/03/07","108","1","2465","麗臺","966469.00","319822.00","1286291.00","916128.00","64309.00","980437.00","535873.00","28311.00","-215255.00","-7778.00","--","341151.00","--","--","-35297.00","305854.00","--","0.00","0.00","6.37"
"109/03/07","108","1","2466","冠西電","2436540.00","1720146.00","4156686.00","2254361.00","193418.00","2447779.00","1563342.00","253248.00","-59061.00","-48622.00","--","1708907.00","--","--","0.00","1708907.00","0.00","0.00","0.00","10.93"
"109/03/07","108","1","2467","志聖","4575493.00","2052711.00","6628204.00","2887115.00","792042.00","3679157.00","1587445.00","246818.00","986759.00","147190.00","-151418.00","2816794.00","--","--","132253.00","2949047.00","0.00","0.00","9539000.00","18.88"
"109/03/07","108","1","2468","華經","1063331.00","480368.00","1543699.00","389990.00","17227.00","407217.00","699612.00","62361.00","376541.00","-2032.00","--","1136482.00","--","--","--","1136482.00","--","0.00","0.00","16.24"
"109/03/07","108","1","2471","資通","970590.00","151804.00","1122394.00","237172.00","149978.00","387150.00","472539.00","146592.00","119442.00","-6992.00","--","731581.00","--","--","3663.00","735244.00","0.00","0.00","0.00","15.48"
"109/03/07","108","1","2472","立隆電","6533413.00","4319640.00","10853053.00","3522608.00","1417966.00","4940574.00","1292198.00","719263.00","1690903.00","-150831.00","0.00","3551533.00","--","--","2360946.00","5912479.00","--","0.00","0.00","27.48"
"109/03/07","108","1","2474","可成","191200375.00","60385149.00","251585524.00","94892904.00","1542198.00","96435102.00","7703911.00","20239213.00","132383374.00","-5284999.00","--","155041499.00","--","--","108923.00","155150422.00","--","0.00","0.00","201.25"
"109/03/07","108","1","2476","鉅祥","5639439.00","1893578.00","7533017.00","1554259.00","645144.00","2199403.00","1849683.00","415160.00","2565948.00","-90957.00","--","4739834.00","--","--","593780.00","5333614.00","0.00","0.00","0.00","25.63"
"109/03/07","108","1","2477","美隆電","3425666.00","2346140.00","5771806.00","1519729.00","754977.00","2274706.00","1982165.00","4329.00","1260074.00","-59011.00","--","3187557.00","--","--","309543.00","3497100.00","--","0.00","0.00","16.08"
"109/03/07","108","1","2478","大毅","4675894.00","3632295.00","8308189.00","1641810.00","539046.00","2180856.00","1936793.00","1584610.00","2984195.00","-368561.00","-100947.00","6036090.00","--","--","91243.00","6127333.00","0.00","0.00","4136000.00","31.85"
"109/03/07","108","1","2480","敦陽科","3954027.00","780627.00","4734654.00","1823041.00","101841.00","1924882.00","1063603.00","211185.00","1575640.00","-40656.00","0.00","2809772.00","--","--","0.00","2809772.00","0.00","0.00","0.00","26.42"
"109/03/07","108","1","2481","強茂","7834907.00","7937234.00","15772141.00","4771663.00","4070106.00","8841769.00","3697944.00","2196674.00","1284362.00","-408858.00","--","6770122.00","--","--","160250.00","6930372.00","--","0.00","0.00","18.31"
"109/03/07","108","1","2482","連宇","727131.00","440559.00","1167690.00","341702.00","92246.00","433948.00","620725.00","80744.00","33290.00","-1061.00","--","733698.00","--","--","44.00","733742.00","0.00","0.00","0.00","11.82"
"109/03/07","108","1","2483","百容","1772444.00","2099194.00","3871638.00","1094782.00","288657.00","1383439.00","1106188.00","474362.00","831771.00","72736.00","-19198.00","2465859.00","--","--","22340.00","2488199.00","0.00","0.00","1019000.00","22.50"
"109/03/07","108","1","2484","希華","1945547.00","2270691.00","4216238.00","441937.00","638354.00","1080291.00","1594210.00","888466.00","665379.00","-19741.00","--","3128314.00","--","--","7633.00","3135947.00","--","0.00","0.00","19.62"
"109/03/07","108","1","2485","兆赫","5795825.00","2998828.00","8794653.00","1679735.00","189193.00","1868928.00","3176890.00","505736.00","3315353.00","-83624.00","--","6914355.00","--","--","11370.00","6925725.00","--","0.00","0.00","21.76"
"109/03/07","108","1","2486","一詮","3448669.00","2774887.00","6223556.00","1498881.00","1474611.00","2973492.00","2019586.00","1426379.00","-161224.00","-99324.00","-42732.00","3142685.00","--","--","107379.00","3250064.00","0.00","0.00","4662000.00","15.93"
"109/03/07","108","1","2488","漢平","2397995.00","668231.00","3066226.00","689458.00","263360.00","952818.00","799994.00","33648.00","1295186.00","-37252.00","--","2091576.00","--","--","21832.00","2113408.00","0.00","0.00","0.00","26.14"
"109/03/07","108","1","2489","瑞軒","13929865.00","4751194.00","18681059.00","5760081.00","643680.00","6403761.00","8093620.00","2294153.00","1689185.00","-6107.00","0.00","12070851.00","--","--","206447.00","12277298.00","0.00","0.00","0.00","14.91"
"109/03/07","108","1","2491","吉祥全","558550.00","1504510.00","2063060.00","1309129.00","31054.00","1340183.00","820080.00","41546.00","-300545.00","0.00","--","561081.00","--","--","161796.00","722877.00","0.00","0.00","0.00","6.84"
"109/03/07","108","1","2492","華新科","33294067.00","29582838.00","62876905.00","16881603.00","4619523.00","21501126.00","4858000.00","5569578.00","26397461.00","1762682.00","-35760.00","38551961.00","--","--","2823818.00","41375779.00","--","0.00","937838.00","79.51"
"109/03/07","108","1","2493","揚博","2856435.00","754146.00","3610581.00","1005374.00","122009.00","1127383.00","1144373.00","322023.00","988457.00","28345.00","--","2483198.00","--","--","--","2483198.00","0.00","0.00","0.00","21.70"
"109/03/07","108","1","2495","普安","4278585.00","789534.00","5068119.00","726638.00","92056.00","818694.00","2764193.00","89672.00","1392564.00","2996.00","0.00","4249425.00","--","--","0.00","4249425.00","0.00","0.00","0.00","15.37"
"109/03/07","108","1","2496","卓越","298166.00","1224933.00","1523099.00","504458.00","209291.00","713749.00","174594.00","367081.00","283802.00","-871.00","-21956.00","802650.00","--","--","6700.00","809350.00","--","0.00","199000.00","46.50"
"109/03/07","108","1","2497","怡利電","1511749.00","1411102.00","2922851.00","1167204.00","284744.00","1451948.00","1187985.00","216787.00","83879.00","-17748.00","--","1470903.00","0.00","--","0.00","1470903.00","--","0.00","0.00","12.38"
"109/03/07","108","1","2498","宏達電","45187275.00","19497751.00","64685026.00","20907665.00","403624.00","21311289.00","8188119.00","15564532.00","22048017.00","-2466603.00","--","43334065.00","--","--","39672.00","43373737.00","0.00","0.00","0.00","52.92"
"109/03/07","108","1","2499","東貝","7860929.00","6118482.00","13979411.00","6415940.00","2530329.00","8946269.00","4611720.00","923964.00","206365.00","-760370.00","--","4981679.00","0.00","--","51463.00","5033142.00","--","0.00","0.00","10.80"
"109/03/07","108","1","2501","國建","32337482.00","20820457.00","53157939.00","18693020.00","9232149.00","27925169.00","11595611.00","25745.00","13412848.00","-4434.00","--","25029770.00","--","--","203000.00","25232770.00","0.00","0.00","0.00","21.59"
"109/03/07","108","1","2504","國產","12244050.00","24042477.00","36286527.00","10319140.00","4883456.00","15202596.00","13850003.00","1177908.00","4859791.00","88441.00","-10039.00","19966104.00","--","--","1117827.00","21083931.00","--","0.00","3641118.00","14.45"
"109/03/07","108","1","2505","國揚","16410386.00","1751912.00","18162298.00","9656698.00","101069.00","9757767.00","6965825.00","627683.00","743761.00","67262.00","--","8404531.00","--","--","0.00","8404531.00","0.00","0.00","0.00","12.07"
"109/03/07","108","1","2506","太設","8175873.00","7692683.00","15868556.00","4640460.00","2517940.00","7158400.00","3870000.00","371439.00","2158631.00","792694.00","-193207.00","6999557.00","--","--","1710599.00","8710156.00","--","0.00","25443994.00","19.36"
"109/03/07","108","1","2509","全坤建","7601740.00","567035.00","8168775.00","3492697.00","15624.00","3508321.00","1729973.00","921604.00","1820634.00","-77611.00","--","4394600.00","--","--","265854.00","4660454.00","0.00","0.00","0.00","25.40"
"109/03/07","108","1","2511","太子","30983863.00","25382691.00","56366554.00","9216291.00","22516580.00","31732871.00","16233261.00","2260513.00","4909066.00","929120.00","-1003.00","24330957.00","--","--","302726.00","24633683.00","0.00","0.00","655424.00","14.99"
"109/03/07","108","1","2514","龍邦","11873249.00","6131126.00","18004375.00","5781960.00","3152689.00","8934649.00","5059116.00","218416.00","4114435.00","-104368.00","-773357.00","8514242.00","--","--","555484.00","9069726.00","0.00","0.00","45760741.00","18.50"
"109/03/07","108","1","2515","中工","30870601.00","9477403.00","40348004.00","12051989.00","7956270.00","20008259.00","15308998.00","69688.00","5222968.00","-400202.00","0.00","20201452.00","0.00","--","138293.00","20339745.00","0.00","0.00","0.00","13.20"
"109/03/07","108","1","2516","新建","6297002.00","2472949.00","8769951.00","6195060.00","146277.00","6341337.00","2262785.00","13156.00","123704.00","28969.00","0.00","2428614.00","--","--","0.00","2428614.00","0.00","0.00","0.00","10.73"
"109/03/07","108","1","2520","冠德","43830907.00","10672239.00","54503146.00","31579716.00","9184122.00","40763838.00","5037910.00","1369247.00","5651996.00","-34439.00","-71196.00","11953518.00","--","--","1785790.00","13739308.00","--","0.00","10625450.00","24.24"
"109/03/07","108","1","2524","京城","32926438.00","1199911.00","34126349.00","14212123.00","7680782.00","21892905.00","3846549.00","36474.00","8350421.00","0.00","--","12233444.00","--","--","--","12233444.00","0.00","0.00","0.00","31.80"
"109/03/07","108","1","2527","宏璟","13074162.00","7615046.00","20689208.00","8602641.00","4683026.00","13285667.00","2703060.00","286918.00","2511692.00","1965285.00","-455812.00","7011143.00","--","--","392398.00","7403541.00","0.00","0.00","8547695.00","26.78"
"109/03/07","108","1","2528","皇普","6657971.00","89453.00","6747424.00","735467.00","3540010.00","4275477.00","2353704.00","310776.00","-192533.00","0.00","--","--","--","--","--","2471947.00","--","0.00","0.00","10.50"
"109/03/07","108","1","2530","華建","4919867.00","175694.00","5095561.00","850471.00","731312.00","1581783.00","2707525.00","9141.00","538053.00","-5145.00","0.00","3249574.00","--","--","264204.00","3513778.00","0.00","0.00","0.00","12.00"
"109/03/07","108","1","2534","宏盛","21370086.00","9619576.00","30989662.00","13123191.00","3480762.00","16603953.00","7409812.00","2334099.00","4541578.00","152945.00","-52725.00","14385709.00","--","--","--","14385709.00","--","0.00","1917423.00","19.46"
"109/03/07","108","1","2535","達欣工","16190525.00","1414235.00","17604760.00","8949359.00","1725109.00","10674468.00","2874870.00","1854981.00","2137415.00","-86927.00","-151331.00","6629008.00","--","--","301284.00","6930292.00","--","0.00","13627785.00","24.21"
"109/03/07","108","1","2536","宏普","15687372.00","348364.00","16035736.00","4362441.00","9401.00","4371842.00","3328087.00","2041583.00","6303753.00","-9529.00","--","11663894.00","--","--","--","11663894.00","--","0.00","0.00","35.05"
"109/03/07","108","1","2537","聯上發","7863533.00","519847.00","8383380.00","3541308.00","737110.00","4278418.00","3005579.00","564732.00","534651.00","0.00","--","--","--","--","--","4104962.00","--","0.00","0.00","13.66"
"109/03/07","108","1","2538","基泰","14446538.00","5458672.00","19905210.00","9042337.00","3120088.00","12162425.00","4384488.00","58479.00","2877957.00","43549.00","--","7364473.00","--","--","378312.00","7742785.00","--","0.00","0.00","16.80"
"109/03/07","108","1","2539","櫻花建","13296143.00","120804.00","13416947.00","6511949.00","1157655.00","7669604.00","4082428.00","66942.00","1597973.00","0.00","0.00","--","--","--","--","5747343.00","0.00","0.00","0.00","14.08"
"109/03/07","108","1","2540","愛山林","9275536.00","2638229.00","11913765.00","5763738.00","1965591.00","7729329.00","1466000.00","2075556.00","642564.00","--","--","4184120.00","--","--","316.00","4184436.00","--","0.00","0.00","28.54"
"109/03/07","108","1","2542","興富發","121874957.00","17542250.00","139417207.00","67294397.00","30234436.00","97528833.00","11666266.00","304128.00","23544391.00","520160.00","-67710.00","35967235.00","0.00","--","5921139.00","41888374.00","0.00","0.00","26652037.00","31.55"
"109/03/07","108","1","2543","皇昌","5563440.00","1243848.00","6807288.00","4381605.00","319216.00","4700821.00","2419837.00","37087.00","-458189.00","0.00","-44386.00","1954349.00","--","--","152118.00","2106467.00","--","0.00","4500000.00","8.23"
"109/03/07","108","1","2545","皇翔","24680958.00","15048482.00","39729440.00","18152320.00","10987652.00","29139972.00","3277348.00","17130.00","7294990.00","--","--","10589468.00","--","--","--","10589468.00","0.00","0.00","0.00","32.31"
"109/03/07","108","1","2546","根基","6293980.00","439701.00","6733681.00","4002003.00","87543.00","4089546.00","1060357.00","518241.00","1065952.00","-541.00","0.00","2644009.00","--","--","126.00","2644135.00","0.00","0.00","0.00","24.94"
